respondent_serial,respondent_id,yearbornin_1_slice,yearbornin_1_slice1,ageofrespondent,indicateage,gender,occstatus,highestlevel,occupationindustry,occupation2,whichauthority,rankmostimptchild_1,rankmostimptchild_2,rankmostimptchild_3,livinginsg_1_slice,livinginsg_2_slice,livinginsg_3_slice,livinginsg_4_slice,vbc,sliderliberty_1_slice,maritialstatus,children,personalincome,hhi,socialnetwork_1_slice,socialnetwork_2_slice,socialnetwork_3_slice,socialnetwork_4_slice,socialnetwork_5_slice,socialnetwork_6_slice,socialnetwork_dp01,socialnetwork_dp02,socialnetwork_dp03,socialnetwork_dp04,socialnetwork_dp05,socialnetwork_dp06,socialnetwork_dp07,socialnetwork_dp08,socialnetwork_dp09,socialnetwork_dp10,ban_age,ban_gender,ban_personal_inc,ban_mhi,ban_q18_q191,ban_q18_q192,ban_q18_q193,ban_q18_q194,ban_occupation_status1,ban_occupation_status2,ban_occupation_status3,ban_occupation_status4,ban_occupation_status5,ban_occupation_status6,ban_occupation_status7,ban_occupation_status8,ban_occupation_status9,ban_occupation_role1,ban_occupation_role2,ban_occupation_role3,ban_occupation_role4,ban_occupation_role5,ban_occupation_role6,ban_occupation_role7,ban_occupation_role8,ban_marital,ban_children1,ban_children2,ban_children3,ban_children4,ban_q28,ban_q30_1,ban_q30_2,ban_q30_3,ban_q30_4,ban_q32,ban_q431,ban_q432,ban_q433,ban_q434,ban_q435,ban_q436,ban_q437,md_segment
959,GEN24_1437,1962,59,59,55-64 years old,Female,Housewife / homemaker,None or Primary school,Manufacturing,"Blue Collar Unskilled (Labourer, etc.)","Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,2,3,Strongly Agree,Neutral,Agree,Agree,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",2,Married,Yes,"Below $1,000",Prefer not to answer,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,55-64 yo,Female,Low (below $3k),Medium ($4k to $9.9k),Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",T2B,Neutral,T2B,T2B,B2B,No,No,Yes,No,No,No,Yes,Harm_Care
967,GEN24_1438,1943,78,78,65 years old and above,Male,Retiree,Secondary school,Singapore Public Service/ Government employees,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Agree,Strongly Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Married,Yes,"$1,000-$1,999","$3,000-$3,999",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,65 yo +,Male,Low (below $3k),Low (below $4k),Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,B2B,No,No,Yes,No,No,No,Yes,Harm_Care
973,GEN24_1439,1966,55,55,55-64 years old,Female,Employee (working full-time in private sector),Polytechnic,Information and Communications,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Disagree,Disagree,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",3,Married,Yes,"$4,000-$5,999","$10,000-$14,999",No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,55-64 yo,Female,Medium ($3k to $7.9k),High ($10k and above),No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",B2B,B2B,Neutral,Neutral,Neutral,No,Yes,No,No,No,No,Yes,Harm_Care
1075,GEN24_1441,1968,53,53,45-54 years old,Female,Housewife / homemaker,Secondary school,Accommodation and Food Service Activities,"Non-management (Clerical/ Technical staff, General Worker)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",2,Married,Yes,"Below $1,000",Prefer not to answer,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,45-54 yo,Female,Low (below $3k),Medium ($4k to $9.9k),Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,B2B,No,No,Yes,No,No,Yes,No,Harm_Care
1085,GEN24_1444,1972,49,49,45-54 years old,Female,Housewife / homemaker,Secondary school,Manufacturing,"Blue Collar Unskilled (Labourer, etc.)","Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,2,3,Strongly Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",4,Married,Yes,"$1,000-$1,999","$4,000-$5,999",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,45-54 yo,Female,Low (below $3k),Medium ($4k to $9.9k),Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",T2B,T2B,T2B,T2B,T2B,No,No,Yes,No,No,No,Yes,Harm_Care
1090,GEN24_1446,1982,39,39,35-44 years old,Female,Employee (working full-time in public service),"University undergraduate (i.e., general/honours degree)",Singapore Public Service/ Government employees,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",3,2,1,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Single,No,"$4,000-$5,999","$4,000-$5,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,35-44 yo,Female,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Single,No,Yes,No,Yes,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,Neutral,No,No,No,Yes,No,Yes,No,Fairness_Cheating
1096,GEN24_1448,1979,42,42,35-44 years old,Male,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)","Professional, Scientific and Technical Activities","Professionals (Lawyer/Doctor/ Engineer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",2,Married,Yes,"$4,000-$5,999","$8,000- $9,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,35-44 yo,Male,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,Neutral,T2B,T2B,B2B,No,No,No,Yes,No,Yes,No,Purity_Degradation
1101,GEN24_1449,1978,43,43,35-44 years old,Female,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)",Manufacturing,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",4,Married,Yes,"$8,000- $9,999","$8,000- $9,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,35-44 yo,Female,High ($8k and above),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,T2B,No,No,No,Yes,No,Yes,No,Harm_Care
1124,GEN24_1451,1965,56,56,55-64 years old,Female,Housewife / homemaker,Secondary school,Wholesale and Retail Trade,"Non-management (Clerical/ Technical staff, General Worker)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Neutral,Disagree,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Married,Yes,"$2,000-$2,999","$3,000-$3,999",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,55-64 yo,Female,Low (below $3k),Low (below $4k),Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,B2B,Neutral,Neutral,B2B,No,No,Yes,No,No,No,Yes,Fairness_Cheating
1131,GEN24_1453,1953,68,68,65 years old and above,Male,Retiree,None or Primary school,Construction,"Blue Collar Skilled (Technician, Taxi Driver, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Neutral,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",2,Married,Yes,"$2,000-$2,999","$2,000-$2,999",No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,65 yo +,Male,Low (below $3k),Low (below $4k),Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,T2B,T2B,T2B,B2B,No,No,Yes,No,No,No,Yes,Fairness_Cheating
1135,GEN24_1454,1992,29,29,25-34 years old,Male,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)",Information and Communications,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Agree,Neutral,Neutral,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",3,Single,No,"$2,000-$2,999",Prefer not to answer,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,25-34 yo,Male,Low (below $3k),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Single,No,Yes,No,Yes,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,Neutral,Neutral,T2B,Neutral,No,No,No,Yes,No,Yes,No,Fairness_Cheating
1140,GEN24_1455,1987,34,34,25-34 years old,Female,Employee (working full-time in public service),"University undergraduate (i.e., general/honours degree)",Singapore Public Service/ Government employees,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",2,1,3,Neutral,Neutral,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Single,No,"$4,000-$5,999","$4,000-$5,999",Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,25-34 yo,Female,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Single,No,Yes,No,Yes,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,Neutral,Neutral,Neutral,Neutral,No,No,Yes,No,No,Yes,No,Harm_Care
1190,GEN24_1462,1993,28,28,25-34 years old,Male,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)",Accommodation and Food Service Activities,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Neutral,Neutral,Agree,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",3,Single,No,"$2,000-$2,999",Prefer not to answer,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,25-34 yo,Male,Low (below $3k),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Single,No,Yes,No,Yes,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,Neutral,Neutral,T2B,Neutral,No,No,No,Yes,No,Yes,No,Fairness_Cheating
1198,GEN24_1464,1970,51,51,45-54 years old,Female,Employee (working part-time/casual),None or Primary school,Accommodation and Food Service Activities,"Non-management (Clerical/ Technical staff, General Worker)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Neutral,Neutral,Agree,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",2,Married,Yes,"Below $1,000",Prefer not to answer,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,45-54 yo,Female,Low (below $3k),Medium ($4k to $9.9k),Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,Neutral,T2B,T2B,B2B,No,Yes,No,No,No,No,Yes,Harm_Care
1202,GEN24_1465,1995,26,26,25-34 years old,Male,"Unemployed, for more than 1 week but less than 6 months","University undergraduate (i.e., general/honours degree)",Education,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",3,1,2,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Single,No,"$1,000-$1,999","$6,000-$7,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,25-34 yo,Male,Low (below $3k),Medium ($4k to $9.9k),No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Single,No,Yes,No,Yes,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,Neutral,No,No,No,Yes,No,Yes,No,Harm_Care
1209,GEN24_1467,2003,18,18,16-24 years old,Male,Full-time student,Secondary school,Information and Communications,"Non-management (Clerical/ Technical staff, General Worker)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Strongly Agree,Agree,Disagree,Strongly Disagree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",3,Single,No,No personal income,No household income,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,16-24 yo,Male,Low (below $3k),Low (below $4k),Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Single,No,Yes,No,Yes,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,B2B,B2B,Neutral,No,No,No,Yes,No,Yes,No,Fairness_Cheating
1223,GEN24_1469,1961,60,60,55-64 years old,Female,Employee (working full-time in private sector),Secondary school,Construction,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Agree,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Married,Yes,"$2,000-$2,999","$4,000-$5,999",No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,55-64 yo,Female,Low (below $3k),Medium ($4k to $9.9k),Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,Neutral,Neutral,No,No,Yes,No,No,No,Yes,Harm_Care
204,GEN24_1471,1981,40,40,35-44 years old,Female,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)",Financial and Insurance Activities,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Married,Yes,"$4,000-$5,999","$4,000-$5,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,35-44 yo,Female,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,Neutral,No,No,No,Yes,No,Yes,No,Fairness_Cheating
210,GEN24_1472,1957,64,64,55-64 years old,Female,Employee (working part-time/casual),None or Primary school,Wholesale and Retail Trade,"Non-management (Clerical/ Technical staff, General Worker)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Neutral,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",3,Married,Yes,"Below $1,000",Prefer not to answer,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,55-64 yo,Female,Low (below $3k),Medium ($4k to $9.9k),Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,Neutral,Neutral,Neutral,Neutral,No,No,Yes,No,No,No,Yes,Fairness_Cheating
220,GEN24_1473,1980,41,41,35-44 years old,Male,Employee (working full-time in public service),"University undergraduate (i.e., general/honours degree)",Singapore Public Service/ Government employees,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Neutral,Agree,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",2,Married,Yes,"$6,000-$7,999","$10,000-$14,999",No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,35-44 yo,Male,Medium ($3k to $7.9k),High ($10k and above),No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,T2B,Neutral,Neutral,B2B,No,No,Yes,No,No,No,Yes,Harm_Care
182,GEN24_1476,1972,49,49,45-54 years old,Male,Employee (working full-time in private sector),ITE/Vocational Institute,Transportation and Storage,"Non-management (Clerical/ Technical staff, General Worker)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Neutral,Neutral,Agree,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Married,No,"$2,000-$2,999","$3,000-$3,999",Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,45-54 yo,Male,Low (below $3k),Low (below $4k),No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Married,No,Yes,No,Yes,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,Neutral,T2B,Neutral,Neutral,No,No,Yes,No,No,No,Yes,Purity_Degradation
